"village","village_id","visited","source","longitude","latitude","treecover_tot_area","shrubland_tot_area","grassland_tot_area","builtup_tot_area","treecover_patch_area","shrubland_patch_area","grassland_patch_area","builtup_patch_area","landscape_patch_area","landscape_area_sd","bare_tot_area","bare_patch_area","water_tot_area","water_patch_area","cropland_tot_area","cropland_patch_area","wetland_tot_area","wetland_patch_area","treecover_percent","shrubland_percent","grassland_percent","builtup_percent","bare_percent","water_percent","cropland_percent","wetland_percent","num_buildings","state","LGA","SenDist","lassa_occ","travel_time","distance_to_road","build_area"
"Ozante","501493546",FALSE,"OSM",8.1688845,6.686631,771.46743273009,294.721999808083,8.47766409593506,14.831664841185,2.91119785935883,0.411048814237215,0.113035521279134,0.0793137157282619,1.04713281173207,10.7575422880406,0.0509679204164432,0.0101935840832886,NA,NA,510.469206930887,1.82963873451931,NA,NA,0.482161438977256,0.184199069846461,0.00529847735139842,0.00926968081717599,3.18545732549003e-05,NA,0.319039478434454,NA,1034,"Ebonyi","Ebonyi","Ebonyi North",0.678131283937291,57.46,28386,82286.3775
"Eka","501493552",FALSE,"OSM",8.139579,6.109272,394.670091744728,87.1891225257289,688.30477591726,55.7673995889916,1.55996083693568,0.217429233231244,1.6995179652278,0.13702063781079,0.822631843869716,11.1268790017619,6.41346331906911,0.118767839242021,0.0849465340274054,0.0424732670137027,366.833112543947,0.86927277854016,0.756024152843908,0.756024152843908,0.24666588799932,0.0544925566480494,0.430185393616344,0.0348542122364034,0.00400836713457495,5.30909554248338e-05,0.229267981906602,0.000472509503281021,1356,"Ebonyi","Ikwo","Ebonyi Central",0.499390259928818,33.98,12681,180986.5111
"Abatchor","501493566",FALSE,"OSM",8.626924,6.596593,319.305526755614,119.596225257184,305.059992999218,180.349986393584,1.06081570350702,0.269968905772424,0.416748624315872,0.349515477506947,0.683768776207948,7.11977144658976,1.01935840832886,0.0407743363331546,NA,NA,674.687846512667,2.08881686226832,NA,NA,0.199563592346408,0.0747467561426235,0.190660239121663,0.112717407462465,0.000637091465098006,NA,0.421674913461743,NA,3769,"Cross River","Yala","Cross River North",0.199202598346316,80.71,12812,451981.8133
"Okpoma","501493570",FALSE,"OSM",8.6335515,6.593085,356.631033807256,165.119072842471,268.83029623653,186.771944366056,1.09732625786848,0.377846848609773,0.337726502809711,0.376556339447694,0.658444006718764,7.89408266577286,1.12129424916175,0.0386653189366121,NA,NA,621.545294825123,1.79119681505799,NA,NA,0.22289175816008,0.103198199154792,0.168016946632972,0.116731083692582,0.000700800611607806,NA,0.388461211747967,NA,3741,"Cross River","Yala","Cross River North",0.199202598346316,79.6,12927,460819.3564
"Igbara","501494633",FALSE,"OSM",7.8666687,5.8000243,1126.97717228818,84.6407265049067,255.909928410961,97.2807707681847,10.2452470208017,0.317006466310512,0.907482015641707,0.568893396305173,1.60805923248904,33.2464841322533,1.41860711825767,0.0567442847303068,NA,NA,33.7067847020745,0.24603492483266,0.0849465340274054,0.0283155113424685,0.704352396525728,0.0528998279853044,0.159941812312854,0.0607997621525197,0.000886618955594725,NA,0.0210664911125741,5.30909554248338e-05,2428,"Ebonyi","Afikpo South","Ebonyi South",0.196652765852661,75.35,9714,350916.9699
"Indinwikwe","501494665",FALSE,"OSM",8.316667,6.516667,227.860582875112,667.756209336031,63.4210823048609,9.06379518072416,0.641860796831302,2.59827318807794,0.169575086376633,0.0444303685329615,1.10346133539765,16.8821934194737,0.382259403123324,0.0546084861604749,NA,NA,631.535007226746,2.4961857993152,NA,NA,0.142411178831574,0.417342691499076,0.0396377073201809,0.00566480494382977,0.000238909299411752,NA,0.394704708105927,NA,560,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,51.24,12178,44729.6769
"Ewe","501494898",FALSE,"OSM",7.966667,5.433333,1571.8336763363,0.00849465340274054,21.5509356827528,6.60884034733214,157.18336763363,0.00849465340274054,0.211283683164243,0.213188398301037,10.9590338104561,130.043343792443,0.0169893068054811,0.00849465340274054,NA,NA,NA,NA,NA,NA,0.98238442099004,5.30909554248338e-06,0.0134691753912803,0.00413047633205207,1.06181910849668e-05,NA,NA,NA,57,"Cross River","Odukpani","Cross River South",0.00759948791574802,147.37,19427,10137.9712
"Ufu Esioni","501495054",FALSE,"OSM",7.8333333,5.833352,1190.89943914381,62.2658094420882,174.853945642011,14.8571488013932,22.0536933174779,0.237655761229344,0.569556826195476,0.285714400026792,1.84121856884534,38.5812955653748,0.229355641873995,0.0254839602082216,NA,NA,155.851405980081,0.927686940357623,1.06183167534257,0.0624606867848569,0.744303340482915,0.0389156703264032,0.109282422646478,0.00928560810380344,0.000143345579647051,NA,0.0974059759179426,0.000663636942810423,431,"Ebonyi","Afikpo South","Ebonyi South",0.196652765852661,83.64,4610,57479.5134
"Iko Ekperem","501496708",FALSE,"OSM",8.1985,5.6357,1565.36924509682,4.07743363331546,8.23981380065832,22.264486568583,120.413018853601,0.0429203540348996,0.11605371550223,0.601742880231972,7.3060225403041,105.750965488058,0.0169893068054811,0.00849465340274054,NA,NA,0.0509679204164432,0.0509679204164432,NA,NA,0.97834419928221,0.00254836586039202,0.00514982267620888,0.0139151394168489,1.06181910849668e-05,NA,3.18545732549003e-05,NA,773,"Cross River","Akamkpa","Cross River South",0.00777062369464944,111.38,9486,84055.8627
"Atan Onoyom","501496778",FALSE,"OSM",8.0056341,5.3081455,1153.08973684821,0.135914454443849,212.357840415111,16.7344672033989,11.8875230602908,0.0339786136109622,1.12358645722281,0.214544451325626,2.97401289280037,38.179243299611,5.95475203532112,0.0850678862188731,200.558766838704,200.558766838704,5.15625461546351,0.0747283277603407,6.03120391594578,0.201040130531526,0.720672556223322,8.49455286797341e-05,0.132722079466542,0.0104589182186923,0.00372167597528085,0.125347745758033,0.00322262099428741,0.0037694578351632,300,"Cross River","Odukpani","Cross River South",0.00759948791574802,162.01,14808,50829.7061
"Agoi Ekpo","501496784",FALSE,"OSM",8.2621,5.8369,1469.69396382175,71.6948747191302,33.7577526224909,23.4537380449666,63.8997375574675,0.189168534878971,0.348018068273102,0.572042391340649,2.87773189986798,62.255461985812,NA,NA,NA,NA,1.41860711825767,0.0886629448911044,NA,NA,0.91854785618722,0.0448087663785597,0.021098345685829,0.0146584127927966,NA,NA,0.000886618955594725,NA,984,"Cross River","Yakurr","Cross River Central",0.189682403769197,93.08,9106,113699.8633
"Ekuri Awai","501496787",FALSE,"OSM",8.392125,5.730575,1593.42708528607,0.0679572272219243,1.99624354964403,4.51066095685523,531.142361762023,0.0679572272219243,0.117426091155531,0.451066095685523,50.0005917602062,281.641021134579,0.0169893068054811,0.0169893068054811,NA,NA,NA,NA,NA,NA,0.995880141859033,4.24727643398671e-05,0.00124763745248359,0.00281912973305868,1.06181910849668e-05,NA,NA,NA,156,"Cross River","Akamkpa","Cross River South",0.00777062369464944,188.79,22573,20793.3539
"Idomi","501496788",FALSE,"OSM",8.089286,5.7578141,1166.79161278683,43.3906895811987,279.660979325024,56.9141777983616,12.1540792998628,0.150140794398611,0.735949945592169,0.661792765097228,1.4842476218243,34.8396750917231,0.00849465340274054,0.00849465340274054,NA,NA,53.0236265399065,0.237774110044424,0.229355641873995,0.0764518806246649,0.729236127333347,0.0271188600310051,0.174786043449638,0.0355709401346387,5.30909554248338e-06,NA,0.0331393743761813,0.000143345579647051,1190,"Cross River","Yakurr","Cross River Central",0.189682403769197,73.54,3394,224649.7542
"Asumgbom","501496826",FALSE,"OSM",7.75,6.033333,787.411897167034,40.2561624755874,403.776360192466,196.158536376085,3.46877487738782,0.177339922799945,0.98242423404493,0.74302475900032,1.00001183520412,11.9557617640129,9.36110804982007,0.0975115421856258,NA,NA,159.580558823884,0.431298807632118,3.47431324172088,0.694862648344176,0.492126611310497,0.0251598037758287,0.252357238420863,0.122597634267026,0.00585062328781669,NA,0.0997366688610928,0.0021714200768757,4129,"Ebonyi","Ohaozara","Ebonyi South",0.191837717764018,70.61,7702,605052.7949
"Nsun Odot","501496919",FALSE,"OSM",8.1608,5.1729,1438.2127783112,1.04484236853709,113.760398369501,46.7036044082675,28.2002505551215,0.0454279290668298,0.492469257010828,0.247109018033161,3.17464074667976,63.8011050673369,0.0849465340274054,0.0141577556712342,NA,NA,0.212366335068514,0.0530915837671284,NA,NA,0.898872348106777,0.000653018751725456,0.0710994075049375,0.0291894072925736,5.30909554248338e-05,NA,0.000132727388562085,NA,572,"Cross River","Odukpani","Cross River South",0.00759948791574802,151.74,493,75135.5927
"Onicha","501496934",FALSE,"OSM",7.8348576,6.1162455,588.857868531377,127.139477478818,362.900088018479,93.4921553505624,2.43329697740238,0.259998931449525,0.686011508541547,0.347554480857109,0.849266951341081,6.68879142199074,0.773013459649389,0.0594625738191838,NA,NA,426.856333487712,1.2481179341746,NA,NA,0.368031812100491,0.0794612329843488,0.226809870670433,0.0584319055405721,0.000483127694365988,NA,0.26678205100979,NA,3352,"Ebonyi","Onicha","Ebonyi South",0.341628528106207,47.99,865,387324.3779
"Ifunkpa","501496951",FALSE,"OSM",8.2932315,5.5136545,1581.60252774946,2.07269543026869,10.8306830884942,5.51303005837861,527.200842583152,0.0383832487086795,0.121693068410047,0.290159476756769,9.69708446258544,123.105972079895,NA,NA,NA,NA,NA,NA,NA,NA,0.988489880863896,0.00129541931236595,0.00676909681666631,0.00344560300707171,NA,NA,NA,NA,287,"Cross River","Akamkpa","Cross River South",0.00777062369464944,147.95,14597,28449.1109
"Awsawmba","501496990",FALSE,"OSM",8.6378216,5.4387298,1567.34849933966,0.95140118110694,23.8699760617009,7.84905974413226,156.734849933966,0.04136526874378,0.190959808493607,0.413108407585908,9.0396550074949,117.782277125386,NA,NA,NA,NA,NA,NA,NA,NA,0.979581218543609,0.000594618700758139,0.0149185584743783,0.00490560428125465,NA,NA,NA,NA,272,"Cross River","Akamkpa","Cross River South",0.00777062369464944,207,35,33950.2145
"Agbara Igbo","501496993",FALSE,"OSM",8.0211455,5.98598,267.105881595774,11.5527286277271,392.707826808695,105.495100608635,1.23660130368414,0.150035436723729,0.621373143684644,0.837262703243133,1.29346720802473,15.85216767226,0.144409107846589,0.0361022769616473,NA,NA,823.01298957792,4.52204939328527,NA,NA,0.166939200237847,0.0072203699377774,0.245439486929007,0.0659336575421011,9.02546242222175e-05,NA,0.514377030729045,NA,1844,"Cross River","Abi","Cross River Central",0.293080507413339,42.71,222,297848.3685
"Iwuru-Turunkekpem","501497020",FALSE,"OSM",8.2211,5.3994,1572.92948662526,0.798497419857611,12.7419801041108,13.5489721773712,196.616185828157,0.0307114392252927,0.120207359472743,0.25090689217354,8.24752029034329,112.857627841166,NA,NA,NA,NA,NA,NA,NA,NA,0.98306929431502,0.000499054980993438,0.00796364331372507,0.008468007390261,NA,NA,NA,NA,357,"Cross River","Akamkpa","Cross River South",0.00777062369464944,107.33,311,46467.1876
"Okarara","501497032",FALSE,"OSM",8.7110408,5.3702683,1590.1056758056,0.101935840832886,4.86743639977033,4.94388828039499,795.0528379028,0.0254839602082216,0.124806061532573,0.411990690032916,28.0705076548526,210.590671675066,NA,NA,NA,NA,NA,NA,NA,NA,0.993804285501922,6.37091465098006e-05,0.00304211174584298,0.00308989360572533,NA,NA,NA,NA,170,"Cross River","Akamkpa","Cross River South",0.00777062369464944,272.8,8954,20843.1904
"Old Netim","501497034",FALSE,"OSM",8.3618,5.3651,1468.36879789092,0.458711283747989,49.8466261672815,64.5168925938144,28.7915450566848,0.0327650916962849,0.317494434186506,0.49249536331156,4.06096176732639,73.76953906791,15.8680125563193,0.440778126564426,0.739034846038427,0.739034846038427,0.0849465340274054,0.0283155113424685,0.135914454443849,0.135914454443849,0.917719637282593,0.000286691159294103,0.0311537726432925,0.0403225806451613,0.00991739047335896,0.000461891312196054,5.30909554248338e-05,8.49455286797341e-05,1103,"Cross River","Akamkpa","Cross River South",0.00777062369464944,131.59,4500,151431.4788
"Amaruran","501497036",FALSE,"OSM",8.0991522,5.3684007,1293.09011957878,0.0254839602082216,84.9975019478218,2.49742810040572,92.3635799699126,0.0127419801041108,0.427123125365939,0.227038918218702,5.17805481011844,57.0394775559698,4.13689620713464,0.0940203683439692,209.851917661302,209.851917661302,1.05333702193983,0.0658335638712392,4.36625184900864,0.198465993136756,0.80817175985899,1.59272866274501e-05,0.0531228099980887,0.00156087408949011,0.00258552952918941,0.131155896281509,0.000658327847267939,0.00272887510883646,117,"Cross River","Biase","Cross River North",0.0415357498568386,125.27,9454,11921.4207
"Ikporom","501497384",FALSE,"OSM",7.716667,5.483333,978.686007836543,0.433227323539768,588.076360418325,32.4155973848579,9.06190747996799,0.0393843021399789,3.32246531309788,0.209132886353922,3.49349112735065,38.551786044185,0.32279682930414,0.0806992073260351,NA,NA,0.0849465340274054,0.0283155113424685,NA,NA,0.611671515640596,0.000270763872666653,0.367543375310582,0.0202595085901166,0.000201745630614369,NA,5.30909554248338e-05,NA,636,"Akwa Ibom","Ini","Akwa Ibom North West",0.0417940641145606,144.24,33449,84026.2525
"Amakofia","501499751",FALSE,"OSM",7.9,5.416667,1209.76606435129,0.560647124580876,217.989795621128,171.014362303973,7.85562379448892,0.0800924463686965,0.923685574665795,0.929425882086807,2.68459553074932,48.150219823879,0.552152471178135,0.0788789244540193,NA,NA,0.135914454443849,0.0169893068054811,NA,NA,0.756094841682771,0.000350400305803903,0.136242009811209,0.106882711461275,0.00034509121026142,NA,8.49455286797341e-05,NA,2752,"Abia","Arochukwu","Abia North",0.129390796846801,136.43,25078,439236.8845
"Anyogbe","501501483",FALSE,"OSM",8.483333,6.583333,639.460518851502,545.10190885386,278.429254581627,10.8221884350914,2.61004293408776,1.52263103031805,0.674162844023309,0.144295845801219,1.21305453853419,13.4419930384553,NA,NA,NA,NA,126.205065604516,0.553530989493492,NA,NA,0.399658094247064,0.340684660961159,0.174016224595978,0.00676378772112383,NA,NA,0.0788772324746756,NA,221,"Cross River","Yala","Cross River North",0.199202598346316,93.08,6636,29117.641
"Indingele","501501760",FALSE,"OSM",8.333333,6.55,138.462850464671,609.533854913647,112.503189665896,14.6617717731302,0.424732670137027,1.94739250771133,0.28846971709204,0.049700921264848,0.995655840900185,14.2335720853101,2.99011799776467,0.135914454443849,NA,NA,721.680269136628,2.79721034549081,0.186882374860292,0.0622941249534306,0.0865382573424791,0.380954150650895,0.0703136613646499,0.00916349890632632,0.00186880163095415,NA,0.451044830002761,0.000116800101934634,736,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,60.53,10002,53715.9264
"Amuro","501502932",FALSE,"OSM",7.9328137,5.8850377,656.721654565871,5.42808352435121,353.547474622061,532.139067761278,1.7894323012694,0.0952295355149334,1.00155091960924,1.94922735443692,1.21952662829771,15.9672443336765,7.95099558496515,0.101935840832886,NA,NA,44.1127351204316,0.243716768621169,0.118925147638368,0.0396417158794559,0.41044617638939,0.00339251205164688,0.220964556478158,0.332582981163329,0.00496931342776445,NA,0.0275701331521162,7.43273375947673e-05,12248,"Ebonyi","Afikpo North","Ebonyi South",0.449891035684344,59.83,108,1737295.1257
"Ameta","501502987",FALSE,"OSM",7.9929906,5.9145961,608.446539278097,0.331291482706881,504.412519054733,5.11378134844981,2.80390110266404,0.0662582965413762,1.46206527262242,0.284098963802767,1.37458671505721,9.71580050452621,45.7861818407715,0.953878788349407,75.627899244599,2.04399727688106,344.322281026685,0.943348715141603,15.978443050555,0.123863899616705,0.380274586421457,0.000207054726156852,0.315254093312663,0.003196075516575,0.0286160249739854,0.0472668776147296,0.215198878719021,0.00998640871541124,179,"Ebonyi","Afikpo North","Ebonyi South",0.449891035684344,78.5,3887,19168.8152
"Ndioko","501503521",FALSE,"OSM",7.816667,5.95,1213.42725996788,65.1709809058254,262.280918463017,0.0169893068054811,22.4708751845903,0.202394350639209,1.0575843486412,0.00849465340274054,1.93941689251709,41.8221662921934,0.3143021759014,0.0523836959835667,NA,NA,58.7575175867563,0.309250092561875,0.0509679204164432,0.0169893068054811,0.758383061861581,0.0407313810019325,0.163923633969717,1.06181910849668e-05,0.000196436535071885,NA,0.0367230138673576,3.18545732549003e-05,31,"Ebonyi","Afikpo South","Ebonyi South",0.196652765852661,82.8,6574,2116.4328
"Mgbaka","501505462",FALSE,"OSM",8.639912,6.153247,1046.70269763229,65.808079911031,440.668639920568,43.7304757173083,8.30716426692291,0.1601169827519,1.43074233740444,0.950662515593659,1.7391510177463,31.8920369794296,0.186882374860292,0.0233602968575365,NA,NA,2.92216077054275,0.139150512882988,NA,NA,0.65418144364926,0.0411295631676188,0.275414640361868,0.0273312238527045,0.000116800101934634,NA,0.00182632886661428,NA,489,"Cross River","Ikom","Cross River Central",0.0689474895068552,98.57,356,91116.2283
"Ohike","501505493",FALSE,"OSM",8.284218,6.095379,245.385052844966,NA,662.506513533137,1.17226216957819,4.38187594366011,NA,1.39475055480661,0.0308490044625841,0.989498414549534,13.9745936081764,6.23507559761156,0.132661182927905,153.141611544606,25.5236019241011,494.864528630053,0.61397584197277,36.7138920066446,0.194253396860554,0.153363842935717,NA,0.414061670453821,0.000732655184862707,0.0038968761281828,0.0957123744398904,0.309286669922912,0.0229459109346132,187,"Ebonyi","Ikwo","Ebonyi Central",0.499390259928818,70.81,10502,16451.0381
"Isieke","501505494",FALSE,"OSM",8.0361474,6.38008,206.904272930551,191.197658788884,180.18009332553,175.992229197979,0.439287203674207,0.39750033012242,0.212226258333957,0.458313096869736,0.660618883702146,7.40680828404799,1.75839325436729,0.0475241420099268,NA,NA,843.986288829286,4.21993144414643,NA,NA,0.129313640128268,0.119497122470216,0.112611225551615,0.109993841449171,0.00109898277729406,NA,0.527485187623437,NA,3348,"Ebonyi","Ebonyi","Ebonyi North",0.678131283937291,11.18,670,548051.253
"Enyibichiri","501505495",FALSE,"OSM",8.275591,6.191588,412.576821117705,113.565021341238,361.175673377722,33.8087205429074,1.45273528562572,0.248501140790456,0.514495261221827,0.157984675434146,0.835955557119434,6.80843598896381,0.47570059055347,0.047570059055347,NA,NA,678.41699935647,2.74662752775899,NA,NA,0.257857461402875,0.0709772983074603,0.225732124275308,0.0211302002590839,0.000297309350379069,NA,0.424005606404893,NA,1314,"Ebonyi","Ikwo","Ebonyi Central",0.499390259928818,34.14,14999,134322.1401
"Ntanante","501505547",FALSE,"OSM",8.7474,6.4231,1449.21335446774,61.1699991531346,29.5698884949398,55.3341722654519,27.8694875859182,0.219247308792597,0.18253017589469,0.628797412107408,2.61441002667745,58.4688046705864,0.0169893068054811,0.00849465340274054,NA,NA,4.714532638521,0.162570090983483,NA,NA,0.905747626834293,0.0382307970014228,0.0184809615833847,0.0345834483637368,1.06181910849668e-05,NA,0.00294654802607828,NA,1378,"Cross River","Boki","Cross River Central",0.0539419708270708,89.27,3994,190618.6765
"Adum","501505568",FALSE,"OSM",8.364436,6.642708,240.356218030544,535.010260611405,248.791408859465,3.1005484920003,0.98104578787977,1.25002397339113,0.48122129373204,0.0424732670137027,1.04919274513219,6.97522286794596,0.0424732670137027,0.0212366335068514,NA,NA,572.71802706617,2.20276164256219,NA,NA,0.150220858374567,0.334377455456688,0.155492790248253,0.00193781987300643,2.65454777124169e-05,NA,0.357944530569772,NA,273,"Cross River","Yala","Cross River North",0.199202598346316,93.91,6781,25336.7512
"Wanagina","501505596",FALSE,"OSM",8.459015,6.67297,226.832729813381,450.25060895886,372.329153295521,4.53614491706345,1.22612286385611,1.1664523548157,0.926191923620698,0.0604819322275126,1.2093869511161,9.68378407277041,0.00849465340274054,0.00849465340274054,NA,NA,546.06180468837,1.9929262944831,NA,NA,0.141768778270934,0.281403300133789,0.232702966722589,0.00283505701968613,5.30909554248338e-06,NA,0.341284588757459,NA,421,"Cross River","Yala","Cross River North",0.199202598346316,106.43,2997,39854.0354
"Ndiabo","501505613",FALSE,"OSM",8.081252,6.243848,492.520004290897,409.187454410012,393.68471195001,57.3219211616932,1.33113514673215,0.909305454244471,0.808387498870658,0.0973207490011768,0.684061110015647,8.12038987021405,13.6084347511903,0.226807245853172,NA,NA,233.696409762795,0.61017339363654,NA,NA,0.307821359553187,0.255739132281425,0.246050032916392,0.0358257767206779,0.00850517105905838,NA,0.14605852746926,NA,2554,"Ebonyi","Abakaliki","Ebonyi North",0.67096125380458,17.73,1705,259767.2989
"Echialike","501505626",FALSE,"OSM",8.22091,6.209298,464.700014396921,240.441164564571,417.274364449421,54.0259956414298,1.2627717782525,0.593681887813756,0.586883775596935,0.202344552964157,0.755082084156016,5.11106997546981,1.20624078318916,0.0482496313275663,NA,NA,422.371156491065,1.23140278860369,NA,NA,0.290434071651553,0.150273949329992,0.260793391237869,0.0337658476501943,0.00075389156703264,NA,0.263978848563359,NA,1786,"Ebonyi","Ikwo","Ebonyi Central",0.499390259928818,23.3,12531,184055.3678
"Odariko","501505633",FALSE,"OSM",8.398746,6.39814,276.917206275939,412.891123293607,154.849036878557,48.7253319181197,0.809699433555377,1.10694671124291,0.291069618192777,0.0957275676190957,0.835082952153756,14.0364242216557,0.0339786136109622,0.0113262045369874,NA,NA,706.602259346764,4.50065133341888,NA,NA,0.173071205589416,0.258053897937947,0.0967795026439296,0.0304529720316847,2.12363821699335e-05,NA,0.441621185414853,NA,950,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,37.25,2233,83440.9369
"Mgbumgangbom","501505639",FALSE,"OSM",8.583607,6.359738,521.342363286395,522.879895552291,480.015874482062,2.43796552658653,1.91669986502351,1.53337212771933,1.37147392709161,0.152372845411658,1.38529778036935,12.8041313428221,NA,NA,NA,NA,73.3428374792618,0.416720667495806,NA,NA,0.325835120728833,0.326796067022022,0.300006370914651,0.00152371042069273,NA,NA,0.0458387309138015,NA,106,"Cross River","Ogoja","Cross River North",0.144206497635524,96.89,7582,10496.6254
"Okponga","501505735",FALSE,"OSM",8.301195,6.6396,332.081485473336,698.914598017283,189.91496612507,6.63432430754036,0.873898645982463,2.41005033799063,0.418314903359186,0.0430800279710413,1.01717669187959,11.1963297627403,7.63669340906375,0.254556446968792,NA,NA,364.828374340901,1.3819256603822,0.00849465340274054,0.00849465340274054,0.207548472042303,0.436816453948905,0.118695449043301,0.00414640361867952,0.00477287689269256,NA,0.228015035358576,5.30909554248338e-06,522,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,76.94,13547,39008.514
"Ndowu","501505752",FALSE,"OSM",8.3924,6.4941,370.180005984627,330.127715190706,361.056748230084,10.5928327932175,1.51713117206814,1.1228833850024,0.714963857881354,0.0509270807366224,1.0269697922507,7.30331567077229,7.09303559128835,0.591086299274029,NA,NA,520.722253587995,1.82070718037761,0.246344948679476,0.0273716609643862,0.231359765550341,0.206327380067532,0.225657796937714,0.00662044214147678,0.00443309477797362,NA,0.325447556754231,0.000153963770732018,814,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,60.74,4300,56469.4332
"Ahumanum","501506072",FALSE,"OSM",8.1075,6.033,597.836717178074,17.2781250211743,143.279318944025,47.9523184584704,2.33529967647685,0.106655092723298,0.362732453022847,0.116956874288952,1.12677389882155,13.6211080201933,2.53140671401668,0.316425839252085,NA,NA,790.563413579451,4.34375501966731,0.577636431386357,0.082519490198051,0.373643526088896,0.0107987003334112,0.0895485145150672,0.0299698443373187,0.00158211047166005,NA,0.494096285756758,0.00036101849688887,2189,"Ebonyi","Ikwo","Ebonyi Central",0.499390259928818,47.27,10990,226955.8097
"Nkarasi","501506097",FALSE,"OSM",8.6505307,6.2860354,796.399240467134,64.0157080430527,688.814455121425,40.7743363331546,3.38893293815802,0.128031416086105,2.71186793354892,0.424732670137027,1.34229776537466,20.1545449378145,NA,NA,NA,NA,10.0151963618311,0.0935999659984215,NA,NA,0.497743634394445,0.0400093440081548,0.430503939348892,0.0254836586039202,NA,NA,0.00625942364458791,NA,994,"Cross River","Ikom","Cross River Central",0.0689474895068552,87.21,83,112839.9369
"Itegi","501506118",FALSE,"OSM",8.6221,6.5877,280.799262880991,190.883356612983,307.990648423164,149.769234143718,0.888605262281618,0.419523860687874,0.454263493249504,0.390024047249267,0.738356684968434,7.69417652542989,0.917422567495978,0.0366969026998391,NA,NA,669.659011698245,2.16718126763186,NA,NA,0.175497462252331,0.119300685935144,0.19249187708382,0.0936046635095245,0.000573382318588205,NA,0.418531928900592,NA,3143,"Cross River","Yala","Cross River North",0.199202598346316,78.96,11695,366859.0312
"Abankang","501506154",FALSE,"OSM",8.6475278,6.2960592,790.52943496584,71.3380992762151,683.233467835824,45.8796230282017,2.91708278585181,0.130179013277765,2.57823950126726,0.417087482074561,1.24612066692103,14.6390981324372,NA,NA,NA,NA,9.03831122051593,0.100425680227955,NA,NA,0.494075049374589,0.0445857843657754,0.427015863577481,0.0286744250249527,NA,NA,0.00564887765720232,NA,1112,"Cross River","Ikom","Cross River Central",0.0689474895068552,86.52,91,123073.7435
"Nkpunia","501506160",FALSE,"OSM",8.1743,6.4001,265.279531114184,609.533854913647,175.287172965551,18.7561947132511,0.642323319889066,1.94739250771133,0.287356021255002,0.0735537047578475,0.834212167010739,7.32393094133964,7.72163994309115,0.193040998577279,NA,NA,523.440542676872,1.82383464347342,NA,NA,0.165797744696214,0.380954150650895,0.109553186519145,0.0117224829578033,0.0048259678481174,NA,0.327146467327826,NA,1428,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,19.88,8777,96314.6193
"Idima","501508902",FALSE,"OSM",7.7,5.55,1213.96242313225,11.1789638780066,342.750770147178,30.8016132383372,14.62605329075,0.134686311783211,2.61641809272655,0.60395320075171,4.23285432890634,61.1204058525449,0.458711283747989,0.0573389104684986,NA,NA,0.603120391594578,0.0354776700937987,0.263334255484957,0.0526668510969913,0.758717534880758,0.00698676973390813,0.214216696043662,0.0192507804370447,0.000286691159294103,NA,0.00037694578351632,0.000164581961816985,735,"Abia","Arochukwu","Abia North",0.129390796846801,133.83,37281,96812.089
"Ohafia","501509753",FALSE,"OSM",7.8284586,5.6335371,471.708103454182,1.07882098214805,617.467861191807,502.441759465297,1.05291987378166,0.0770586415820035,2.58354753636739,2.70129978207149,1.64950405806866,19.0943906465803,3.26194690665237,0.0815486726663092,NA,NA,4.06044432650998,0.0944289378258134,NA,NA,0.294814075474102,0.00067425513389539,0.385912845887575,0.314022383146807,0.00203869268831362,NA,0.00253774766930706,NA,7553,"Abia","Ohafia","Abia North",0.149886798393483,99.35,25850,1235685.3318
"Mkpumeakwaokoro","501512923",FALSE,"OSM",8.283333,6.55,366.229992152353,664.893511139308,84.666210465115,10.3634771513435,0.953723937896752,2.09745587110192,0.238496367507366,0.0464729917100604,1.02961321513938,10.5889017051933,0.611615044997319,0.101935840832886,NA,NA,473.254130373481,1.75930903484565,NA,NA,0.228891036123086,0.415553526301259,0.0529157552719319,0.00647709656182973,0.000382254879058804,NA,0.295780330862834,NA,834,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,55.34,15405,56200.897
"Otung Ediong","501513715",FALSE,"OSM",8.0737,5.2186,1391.23734499404,NA,82.63598830186,0.271828908887697,51.5273090738533,NA,2.0658997075465,0.0453048181479495,8.51073902301382,101.391652325989,1.83484513499196,0.0539660333821164,110.303074434586,110.303074434586,11.8500414968231,0.176866290997359,1.8858130554084,0.145062542723723,0.869513049756844,NA,0.0516468814372784,0.000169891057359468,0.00114676463717641,0.0689386056191467,0.00740618828176432,0.00117861921043131,66,"Cross River","Odukpani","Cross River South",0.00759948791574802,189.43,4552,9638.5784
