"village","village_id","visited","source","longitude","latitude","treecover_tot_area","shrubland_tot_area","grassland_tot_area","builtup_tot_area","treecover_patch_area","shrubland_patch_area","grassland_patch_area","builtup_patch_area","landscape_patch_area","landscape_area_sd","bare_tot_area","bare_patch_area","water_tot_area","water_patch_area","cropland_tot_area","cropland_patch_area","wetland_tot_area","wetland_patch_area","treecover_percent","shrubland_percent","grassland_percent","builtup_percent","bare_percent","water_percent","cropland_percent","wetland_percent","num_buildings","state","LGA","SenDist","lassa_occ","travel_time","distance_to_road","build_area"
"Atai Obio Ediene","-2000748",FALSE,"GNS",7.824767,5.216163,1430.61855816915,6.0142146091403,136.721446517109,26.5882651505779,24.2477721723584,0.0771053155017987,0.735061540414565,0.13097667561861,3.02461046564574,61.8015461361866,0.0764518806246649,0.0254839602082216,NA,NA,NA,NA,NA,NA,0.894126016691796,0.00375883964407823,0.08544989275627,0.016617469047973,4.77818598823504e-05,NA,NA,NA,604,"Akwa Ibom","Ikono","Akwa Ibom North West",0.0402109592910448,189.57,3855,87672.4585
"Arobom","-2000434",FALSE,"GNS",8.274308,5.945929,989.372281817191,13.0223036664012,106.191662187659,56.6508435428767,5.71891492379879,0.171346100873701,0.194134665790968,0.755344580571689,1.40475762627445,27.0398714774016,0.101935840832886,0.0169893068054811,NA,NA,433.635066903099,1.76274417440284,1.04484236853709,0.0653026480335679,0.618350357833039,0.00813884346662702,0.0663690033765848,0.0354063581728217,6.37091465098006e-05,NA,0.271018709252692,0.000653018751725456,1707,"Cross River","Obubra","Cross River Central",0.217319291173103,89.79,2398,231456.4618
"Awunmiri Nkareku","-2001077",FALSE,"GNS",8.148053,6.507392,391.493091372103,489.130637583203,24.9657863506544,64.431946059787,0.902057814221436,0.944267640122014,0.107149297642294,0.161483574084679,0.844782965325553,8.8587584822376,0.79000276645487,0.0292593617205507,NA,NA,629.207472194395,2.22334795828408,NA,NA,0.244680286266432,0.305703030431736,0.0156034317993587,0.0402694896897365,0.000493745885450955,NA,0.393250015927287,NA,1668,"Ebonyi","Ebonyi","Ebonyi North",0.678131283937291,27.66,19465,196434.8641
"Anna-Abam","-2000017",FALSE,"GNS",7.707981,5.599638,1315.7793388175,8.40121221531039,245.113223936078,25.4584762480134,35.5616037518242,0.140020203588507,1.41683944471722,0.42430793746689,4.16671598001718,67.2666777944881,0.0849465340274054,0.0283155113424685,NA,NA,5.12227600185255,0.104536244935766,0.0594625738191838,0.0297312869095919,0.822352354052963,0.00525069549151607,0.153193951878358,0.0159113593408227,5.30909554248338e-05,NA,0.00320138461211748,3.71636687973837e-05,584,"Abia","Arochukwu","Abia North",0.129390796846801,117.36,31762,83819.9759
"Asantin","-2000562",FALSE,"GNS",7.693125,5.288591,863.821304524686,12.0369238716833,631.467049999524,92.4133343684143,4.64420056196067,0.0898277900871891,3.25498479381198,0.286109394329456,1.88904242777638,30.6365848241746,0.110430494235627,0.0220860988471254,NA,NA,0.169893068054811,0.0339786136109622,NA,NA,0.539881925715135,0.00752298838369895,0.394662235341587,0.0577576504066767,6.9018242052284e-05,NA,0.000106181910849668,NA,1765,"Akwa Ibom","Ikono","Akwa Ibom North West",0.0402109592910448,178.49,11770,304159.2152
"Amuzu","-1999814",FALSE,"GNS",8.029235,6.17015,475.921451541942,79.9431831731912,175.694916328883,228.149401090805,1.71812798390593,0.192171113397094,0.224386866320412,0.563331854545199,0.729602798142543,9.82029406839277,3.75463680401132,0.0722045539232946,NA,NA,636.555347387765,2.44828979764525,NA,NA,0.297447386863174,0.0499638981503111,0.109808023105184,0.142591688080019,0.00234662022977766,NA,0.397842383571535,NA,4470,"Ebonyi","Ezza South","Ebonyi Central",0.585348639806517,22.12,230,659672.2167
"Apiapum","-2000217",FALSE,"GNS",8.284827,5.999072,828.296663994425,35.8474373595651,167.701447476904,118.016219724274,5.14469977636289,0.320066404996117,0.437862787145963,1.00013745529046,1.44145850119513,22.8055427249868,11.917998724045,0.264844416089888,131.004544777065,32.7511361942662,284.511426417989,1.23165119661467,22.7231978523309,0.405771390220195,0.51767928815647,0.0224043831892799,0.104812164199707,0.0737592643717216,0.00744866104610419,0.0818768714561787,0.177817537004396,0.014201830576143,2945,"Cross River","Obubra","Cross River Central",0.217319291173103,91.32,308,414101.8551
"Aro Ake Eze","-2000431",FALSE,"GNS",7.736966,5.929498,641.354826560314,69.1889519653217,621.214003342416,17.4395234358263,3.8175882533352,0.185493168807833,2.42661720055631,0.256463579938622,1.30934446507905,15.8593832573288,1.76688790777003,0.135914454443849,NA,NA,248.952807274117,0.727932185012038,0.101935840832886,0.0509679204164432,0.400842022553038,0.0432425831935272,0.38825415702181,0.0108995731487184,0.00110429187283654,NA,0.15559366306356,6.37091465098006e-05,645,"Ebonyi","Ohaozara","Ebonyi South",0.191837717764018,82.46,3096,64531.3429
"Arokpa","-2000454",FALSE,"GNS",8.563342,6.294212,1281.03620640029,86.1103015435809,222.984651821939,NA,18.3005172342898,0.512561318711791,1.76971945890428,NA,3.73836200076308,58.5284560013472,NA,NA,NA,NA,9.26766686238993,0.151928964957212,0.620109698400059,0.20670323280002,0.800638153284207,0.0538183015141541,0.139363757990189,NA,NA,NA,0.00579222323684937,0.000387563974601287,4,"Cross River","Ikom","Cross River Central",0.0689474895068552,116.15,9244,83.3084
"Azu-Owuchele","-2001224",FALSE,"GNS",8.035935,6.694384,658.70090880871,271.777940967281,170.096939736477,2.87968750352904,2.56303855567591,0.478482290435354,0.334178663529424,0.0464465726375652,0.984021486055718,9.10296460935417,NA,NA,NA,NA,496.563459310601,2.15897156222,NA,NA,0.411683195650789,0.169859202786213,0.106309329142687,0.00179978338890187,NA,NA,0.310348489031409,NA,739,"Ebonyi","Ohaukwu","Ebonyi North",0.646120890494808,63.1,30217,60694.221
"Awiwinghi","-2001021",FALSE,"GNS",8.715547,6.486594,554.853770960207,145.649327243389,610.451277481143,27.1828908887697,1.72314835701928,0.295434740858802,1.53379717960086,0.29228914934161,0.913774378256195,10.5895077254754,0.00849465340274054,0.00849465340274054,NA,NA,261.873175099685,0.589804448422715,NA,NA,0.34677950264393,0.0910297521714201,0.381527532969483,0.0169891057359468,5.30909554248338e-06,NA,0.163668797383678,NA,812,"Cross River","Ogoja","Cross River North",0.144206497635524,97.04,2293,115540.1451
"Atakem","-2000752",FALSE,"GNS",8.2612,5.6094,1573.86389849956,NA,26.1550378270381,NA,786.93194924978,NA,0.358288189411481,NA,21.333585817688,181.698318420174,NA,NA,NA,NA,NA,NA,NA,NA,0.983653294824694,NA,0.0163467051753063,NA,NA,NA,NA,NA,0,"Cross River","Akamkpa","Cross River South",0.00777062369464944,134.97,15656,0
"Anong","-2000025",FALSE,"GNS",8.067105,5.898913,998.665432639789,7.03357301746917,197.364777159274,19.2318953038046,10.1904635983652,0.0976885141315162,0.562292812419583,0.377095986349109,1.90478444800785,24.5211504637536,12.113375752308,0.318773046113369,118.848695757743,19.8081159596238,225.855844672065,1.47618199132069,20.9053420241445,0.294441436959781,0.624158508356516,0.00439593110917624,0.123351525834059,0.0120197923081824,0.0075707702435813,0.074279555734885,0.141158232283548,0.0130656841300516,350,"Cross River","Abi","Cross River Central",0.293080507413339,62.33,3425,52995.9712
"Agodo","-1997949",FALSE,"GNS",8.031129,6.59507,651.48045341638,272.958697790262,41.5898230598177,7.39884311378701,2.67000185826385,0.352204771342273,0.190779004861549,0.0891426881179158,1.04713281173207,9.09469352792683,NA,NA,NA,NA,626.59111894635,3.01245730262668,NA,NA,0.407170464439678,0.170597167066619,0.0259933317759986,0.00462422221750303,NA,NA,0.391614814500202,NA,1060,"Ebonyi","Ohaukwu","Ebonyi North",0.646120890494808,43.27,22805,86215.1893
"Alambong","-1999189",FALSE,"GNS",8.730764,6.464801,753.441778209475,59.0888090694632,549.977839907034,30.9800009597948,3.52075597294147,0.149214164316826,1.3546252214459,0.329574478295689,1.05891392212217,13.4633278642655,0.0254839602082216,0.0127419801041108,NA,NA,206.505024220623,0.517556451680758,NA,NA,0.470895538236106,0.0369300685935144,0.343732081802544,0.0193622714434369,1.59272866274501e-05,NA,0.129064112637771,NA,685,"Cross River","Ogoja","Cross River North",0.144206497635524,88.3,14,91681.0748
"Amaeka-Iza","-1999514",FALSE,"GNS",8.044169,6.652485,767.016234347054,234.206088966959,215.976562764678,9.80283002676258,3.63514803008083,0.396959472825355,0.431953125529356,0.0970577230372533,0.929703042606971,9.29908682163175,NA,NA,NA,NA,373.017220221143,1.16933297874966,NA,NA,0.479379472912995,0.146377073201809,0.13498375416764,0.00612669625602582,NA,NA,0.23313300346153,NA,2057,"Ebonyi","Ohaukwu","Ebonyi North",0.646120890494808,51.94,29332,237093.5707
"Amoso","-1999760",FALSE,"GNS",7.850814,5.808484,1137.11129379765,52.0382467451886,226.229609421786,110.09920275292,9.88792429389264,0.188544372265176,0.64452880177147,0.420225964705802,1.31149093141524,31.8313468446382,2.62484790144683,0.0640206805230933,NA,NA,71.864767787185,0.41540328200685,0.0509679204164432,0.0254839602082216,0.710686147507911,0.0325235192932532,0.141391832487417,0.0688111873261271,0.00164051052262737,NA,0.0449149482894094,3.18545732549003e-05,2901,"Ebonyi","Afikpo South","Ebonyi South",0.196652765852661,72.34,7965,419446.3653
"Amagu","-1999532",FALSE,"GNS",7.692314,5.954054,401.839579216641,56.4554665146136,639.486002811711,35.5416298370664,2.57589473856821,0.236215341065329,1.90323215122533,0.43878555354403,1.39495983986626,12.3777537855174,0.0339786136109622,0.0169893068054811,NA,NA,466.662279332954,1.40138822622509,NA,NA,0.251146764637176,0.0352842489753446,0.399674021533692,0.0222132557497505,2.12363821699335e-05,NA,0.291660472721867,NA,818,"Enugu","Aninri","Enugu West",0.143936563251655,92.9,3830,98155.051
"Afua","-1997585",FALSE,"GNS",7.886949,5.267676,1504.28419247771,0.900433260690497,59.9212851029318,34.7941003376253,40.6563295264246,0.0428777743185951,0.332896028349621,0.230424505547187,4.07129500337556,75.7505646478804,0.118925147638368,0.0297312869095919,NA,NA,NA,NA,NA,NA,0.940166493236212,0.000562764127503239,0.0374503599566778,0.0217460553420119,7.43273375947673e-05,NA,NA,NA,792,"Akwa Ibom","Ibiono Ibom","Akwa Ibom North East",0.0512683606912664,191.75,8465,110984.2371
"Ajirri","-1998478",FALSE,"GNS",8.10034,5.916805,1067.59954500303,18.1106010546428,187.927217228829,68.8236818690039,14.6246513014113,0.131236239526397,0.530867845279178,0.44117744787823,1.50095585021257,24.8061215658124,5.22421184268543,0.111153443461392,74.9653162791853,6.24710968993211,151.544616704891,0.667597430418023,25.8237463443312,0.437690616005614,0.667241818683769,0.0113189916965746,0.11745312068636,0.0430142920852004,0.00326509375862728,0.0468527681624159,0.0947142644779035,0.0161396504491495,1381,"Cross River","Yakurr","Cross River Central",0.189682403769197,68.37,5778,229266.568
"Akam","-1998567",FALSE,"GNS",8.616667,5.95,1460.97844943054,3.16850571922222,21.8397538984459,41.054659895445,76.8936026016074,0.0555878196354776,0.227497436442145,0.441447955865,4.22168584782743,69.1863317740231,7.09303559128835,0.150915650878476,52.089214665605,3.25557591660031,1.58850018631248,0.176500020701387,12.2068169397382,0.290638498565194,0.913100724160632,0.0019802926373463,0.0136496846397248,0.0256588587568222,0.00443309477797362,0.0325553738665081,0.000992800866444392,0.00762917029454862,925,"Cross River","Ikom","Cross River Central",0.0689474895068552,120.71,450,148434.8176
"Agalaga","-1997626",FALSE,"GNS",8.059766,6.360147,413.502738338604,191.435509084161,164.269607502197,230.774248992252,0.757331022598176,0.349334870591534,0.176254943671885,0.468101924933575,0.54626798782062,4.45454334728082,5.47905144476765,0.0693550815793373,NA,NA,594.557780964616,1.79624707240065,NA,NA,0.258436152817006,0.119645777145406,0.102667289600544,0.144232198602646,0.00342436662490178,NA,0.371594215209497,NA,5000,"Ebonyi","Ebonyi","Ebonyi North",0.678131283937291,13.33,883,716592.8716
"Ama-Ekpu","-1999519",FALSE,"GNS",7.850992,5.82304,991.283578832807,40.0607854473244,250.286467858347,116.750516367266,7.03037999172204,0.210846239196444,0.600207356974454,0.467002065469064,1.20665078154344,23.6895889799618,1.8858130554084,0.0509679204164432,NA,NA,197.789509829411,0.743569585824852,1.96226493603306,0.0784905974413226,0.619544904330098,0.0250376945783516,0.15642719106373,0.0729682091358916,0.00117861921043131,NA,0.123616980611183,0.00122640107031366,3066,"Ebonyi","Afikpo South","Ebonyi South",0.196652765852661,74.46,6625,424789.4813
"Amanta","-1999589",FALSE,"GNS",7.739993,5.686966,1221.36126624604,0.390754056526065,63.8543096284006,313.49518382814,7.44732479418314,0.0217085586958925,0.329145925919591,2.59086928783586,3.09481419018684,53.7245804602308,0.603120391594578,0.0354776700937987,NA,NA,0.3143021759014,0.104767391967133,NA,NA,0.763341757098261,0.000244218394954236,0.0399084711928476,0.195932170995349,0.00037694578351632,NA,0.000196436535071885,NA,5879,"Abia","Ohafia","Abia North",0.149886798393483,99.06,21429,973558.3808
"Amagu","-1999533",FALSE,"GNS",8.07634,6.21668,593.844230078786,305.603650816994,416.552318910188,81.259854450616,2.10583060311626,0.59805019729353,0.876952250337238,0.140103197328648,0.682020006959334,5.966397914932,14.7127396935466,0.188624867865982,NA,NA,188.046142376467,0.44772891042016,NA,NA,0.371148251183928,0.191000021236382,0.260342118116758,0.050786807959396,0.00919535347958122,NA,0.117527448023955,NA,2900,"Ebonyi","Abakaliki","Ebonyi North",0.67096125380458,14.88,185,284508.2341
"Amasa","-1999618",FALSE,"GNS",7.908897,5.437773,1347.23504036784,1.01086375492612,132.890357832473,118.848695757743,16.2317474743114,0.0722045539232946,0.657873058576599,0.803031728092857,3.54771382777516,63.1051549191522,0.0169893068054811,0.00849465340274054,NA,NA,0.0169893068054811,0.00849465340274054,NA,NA,0.842011934846779,0.000631782369555523,0.08305549066661,0.074279555734885,1.06181910849668e-05,NA,1.06181910849668e-05,NA,2313,"Abia","Arochukwu","Abia North",0.129390796846801,132.02,25630,343752.7571
"Adun Beach","-1997472",FALSE,"GNS",8.25853,5.993734,502.747566987796,6.76174410858147,107.924571481819,103.668750127046,1.9562162139603,0.281739337857561,0.269811428704546,0.942443182973141,1.38051676991078,11.6757604567062,12.8184319847355,0.25636863969471,177.410836316236,11.8273890877491,638.084385000258,3.52532809392408,50.6026503201254,0.41477582229611,0.314213510586337,0.00422604005181677,0.0674520588672514,0.0647922020004672,0.00801142517360742,0.110880460404765,0.398798020769182,0.0316262821465735,2206,"Cross River","Obubra","Cross River Central",0.217319291173103,91.21,1208,364640.2291
"Agba","-1997668",FALSE,"GNS",7.868285,6.245571,818.995018518424,186.53409407078,412.46639062347,18.7477000598484,7.37833350016598,0.418237879082465,1.14573997395408,0.165908850087154,1.14696697944559,14.1642793638174,3.92452987206613,0.0872117749348029,0.0594625738191838,0.0198208579397279,159.291740608191,0.502497604442242,NA,NA,0.51186582853745,0.116582429017393,0.257788443160823,0.0117171738622608,0.00245280214062732,3.71636687973837e-05,0.0995561596126484,NA,643,"Ebonyi","Ishielu","Ebonyi Central",0.482514703571786,40.17,14,66916.1815
"Ama-Uke","-1999633",FALSE,"GNS",7.858269,5.63062,1250.20061454834,26.0191233725943,176.595349589573,145.292551800474,13.0229230682119,0.236537485205402,1.07680091213154,0.802721280665603,2.75865333849413,51.3580453334351,1.24021939680012,0.0885870997714371,NA,NA,0.671077618816503,0.0447385079211002,NA,NA,0.781366136464992,0.0162617596466266,0.110370787232687,0.0908067701586358,0.000775127949202574,NA,0.000419418547856187,NA,2876,"Abia","Ohafia","Abia North",0.149886798393483,105.67,23000,458607.6131
"Akahufu; Akahufu-Akpanundele; Akpanundele","-1998555",FALSE,"GNS",8.229878,6.090399,467.91948803656,40.7573470263491,279.635495364816,31.0989261074331,2.78523504783667,0.211177963867094,0.309673859761701,0.100970539309848,0.837267889234221,14.8407295555365,0.518173857567173,0.0647717321958966,NA,NA,778.577457628184,2.38827440990241,1.51204830568782,0.302409661137563,0.292446218862155,0.0254730404128353,0.17477011616301,0.0194365987810317,0.000323854828091486,NA,0.486605151946314,0.000945019006562042,1745,"Ebonyi","Ikwo","Ebonyi Central",0.499390259928818,43.34,11750,149945.1976
"Akuntak","-1998942",FALSE,"GNS",8.640861,6.366697,667.841155870059,219.323456205358,555.227535709927,4.30678927518945,3.2577617359515,0.476790122185561,1.77957543496772,0.195763148872248,1.18695766789807,12.6100569664609,0.0254839602082216,0.0254839602082216,NA,NA,153.294515305856,0.440501480763953,NA,NA,0.417395782454501,0.137075537811378,0.347013102847799,0.00269171144003907,1.59272866274501e-05,NA,0.0958079381596551,NA,202,"Cross River","Ogoja","Cross River North",0.144206497635524,83.78,2596,22773.3798
"Akpafu","-1998837",FALSE,"GNS",8.387369,6.444177,293.014574474132,563.951544754542,111.228991655485,11.3573515994641,0.915670545231663,2.12011858930279,0.240235403143595,0.0383694310792706,1.044398783503,13.5438283461565,0.0509679204164432,0.0101935840832886,NA,NA,620.415505922558,3.4088764061679,NA,NA,0.183131941642422,0.352465543969929,0.0695172970332774,0.00709826074030028,3.18545732549003e-05,NA,0.387755102040816,NA,654,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,47.28,7298,38991.6127
"Agalagu","-1997627",FALSE,"GNS",8.170126,6.649454,820.150291381196,223.095082316175,6.14163441018141,11.0090708099517,3.66138522938034,0.269113488921803,0.0903181530909031,0.050269729725807,0.996275800950559,13.7807982224161,0.110430494235627,0.0276076235589068,NA,NA,539.512426914857,2.05920773631625,NA,NA,0.512587865531228,0.139432776232241,0.00383847607721549,0.00688058782305846,6.9018242052284e-05,NA,0.337191276094205,NA,1050,"Ebonyi","Ebonyi","Ebonyi North",0.678131283937291,49.1,28012,87628.6676
"Afanangbe","-1997519",FALSE,"GNS",8.567068,6.374493,512.295557412476,576.608578324625,458.108163356395,4.91840432018677,1.6579144252831,1.61063848694029,1.12006885906209,0.213843666095077,1.21767042338402,11.5868630885648,NA,NA,NA,NA,48.0882329129142,0.22366619959495,NA,NA,0.320180933976088,0.36037609632823,0.286314213510586,0.00307396631909788,NA,NA,0.0300547898659984,NA,190,"Cross River","Ogoja","Cross River North",0.144206497635524,94.39,7615,16742.3405
"Agade","-1997616",FALSE,"GNS",7.966667,5.482021,1460.96995477714,NA,113.938786090959,11.2808997188394,42.9697045522687,NA,0.725724752171713,0.313358325523318,5.49834686022886,85.3528948346338,NA,NA,NA,NA,6.5578724269157,0.12144208197992,7.2714233127459,0.72714233127459,0.913095415065089,NA,0.0712108985113296,0.00705047888041793,NA,NA,0.00409862175879717,0.00454458578436578,285,"Cross River","Odukpani","Cross River South",0.00759948791574802,139.28,17828,43711.5653
"Amaofu; Amofu","-1999593",FALSE,"GNS",7.691762,6.145831,617.153559015906,21.9162057790706,422.846857081619,77.1569368570923,4.57150784456226,0.113555470357879,0.864717499144414,0.312376262579321,1.16704517602232,11.5365895559809,0.203871681665773,0.0339786136109622,NA,NA,460.741505911244,1.53070267744599,NA,NA,0.385716409352503,0.0136974664996071,0.264276157913738,0.0482225148123766,0.000127418293019601,NA,0.287960033128756,NA,1658,"Enugu","Nkanu East","Enugu East",0.154102925967834,88.41,14309,252947.9623
"Akumaye","-1998928",FALSE,"GNS",8.713753,6.438767,784.090487686563,52.4799687221311,576.34524406914,25.1017008050983,4.28464747369706,0.131199921805328,1.9211508135638,0.374652250822363,1.24515092321136,17.3193924247914,0.0339786136109622,0.0169893068054811,NA,NA,161.967556430054,0.48638905834851,NA,NA,0.490050754953386,0.0327995922614623,0.360211514366413,0.0156883773280384,2.12363821699335e-05,NA,0.101228524708531,NA,628,"Cross River","Ogoja","Cross River North",0.144206497635524,85.87,17,72642.4792
"Amachi","-1999505",FALSE,"GNS",8.004946,5.398477,1576.00455115705,NA,17.5669432368674,NA,157.600455115705,NA,0.358509045650356,NA,21.333585817688,181.907754026774,0.0934411874301459,0.0233602968575365,1.8858130554084,0.9429065277042,NA,NA,4.46818768984152,0.446818768984152,0.9849911869014,NA,0.0109792095818556,NA,5.84000509673172e-05,0.00117861921043131,NA,0.00279258425534626,0,"Cross River","Odukpani","Cross River South",0.00759948791574802,141.71,16707,0
"Aguokwa","-1998081",FALSE,"GNS",8.21107,6.468372,305.255370027481,411.897248845486,11.0600387303682,6.00571995573756,1.01077937095192,0.976059831387408,0.0757536899340287,0.0438373719396902,1.36870738779007,22.0346292261312,0.0764518806246649,0.0764518806246649,NA,NA,865.724106886899,5.37716836575714,NA,NA,0.19078234831914,0.257432733759477,0.00691244239631336,0.00375353054853575,4.77818598823504e-05,NA,0.541071163116651,NA,620,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,36.48,15966,45102.0808
"Alebo","-1999325",FALSE,"GNS",8.426979,6.517648,355.773073813579,164.677350865528,414.827904269432,33.851193809921,2.35611307161311,0.463879861593037,0.754232553217148,0.289326442819838,1.08182483862515,9.59956919277628,7.42432707399523,0.212123630685578,NA,NA,622.768524915117,2.33246638544988,0.696561579024724,0.174140394756181,0.222355539510289,0.102922126186583,0.259264371721634,0.0211567457367963,0.00464014950413048,NA,0.389225721506084,0.000435345834483637,707,"Cross River","Yala","Cross River North",0.199202598346316,69.78,7,87686.8411
"Afamju","-1997515",FALSE,"GNS",8.63542,6.498352,201.603609207241,115.680190038521,540.744151658255,13.4300470297328,1.17211400701884,0.337260029266824,1.01835056809464,0.165803049749788,1.05333702193983,10.3961604365211,0.0849465340274054,0.0283155113424685,NA,NA,728.475991858821,1.87268892508694,NA,NA,0.126000764509758,0.0722992630975387,0.337961094947865,0.00839368005266623,5.30909554248338e-05,NA,0.455292106436747,NA,447,"Cross River","Ogoja","Cross River North",0.144206497635524,78.88,7393,45584.328
"Alibaroho","-1999362",FALSE,"GNS",8.044506,6.461702,591.142930296714,235.522760244384,90.5360159664087,12.2153115931409,2.71166481787484,0.412474186067223,0.321049702008541,0.0694051795064824,1.09067412155869,12.7816347986879,5.21571718928269,0.434643099106891,0.195377028263032,0.195377028263032,665.190824008404,3.21348224158649,NA,NA,0.369459958801419,0.147199983010894,0.0565843402917879,0.0076344793900911,0.0032597846630848,0.000122109197477118,0.415739344645246,NA,1197,"Ebonyi","Ohaukwu","Ebonyi North",0.646120890494808,32.19,9288,98600.5575
"Ameri","-1999697",FALSE,"GNS",8.138001,6.175499,462.729254807485,160.166689908673,667.671262802004,88.1829969738496,1.296160377612,0.279523019037824,1.70759913760103,0.237690018797438,0.704854156972069,7.40462618651093,52.938680005879,0.460336347877209,1.32516593082752,0.441721976942508,165.051115615249,0.364351248598783,1.95377028263032,0.279110040375761,0.289202361485697,0.100102996453524,0.417289600543651,0.05511372082652,0.0330862834207564,0.000828218904627408,0.103155726390452,0.00122109197477118,1279,"Ebonyi","Ikwo","Ebonyi Central",0.499390259928818,20.83,7749,135017.7875
"Akanu","-1998597",FALSE,"GNS",7.847982,5.560714,998.181237395833,2.80323562290438,425.64159805112,173.044584467228,4.45616623837425,0.0549654043706741,2.06622134976272,1.29137749602409,2.55594079285399,37.7230657894852,0.237850295276735,0.0396417158794559,NA,NA,0.110430494235627,0.0220860988471254,NA,NA,0.623855889910595,0.00175200152901952,0.266022850347215,0.108151585295929,0.000148654675189535,NA,6.9018242052284e-05,NA,2841,"Abia","Ohafia","Abia North",0.149886798393483,111.82,27536,410507.8074
"Amankwu","-1999586",FALSE,"GNS",7.820413,5.508824,1447.58238101442,1.44409107846589,149.973105825384,0.577636431386357,17.6534436709075,0.053484854757996,1.22928775266708,0.192545477128786,6.80859121841105,93.7193291634988,NA,NA,NA,NA,0.441721976942508,0.441721976942508,NA,NA,0.904728280490136,0.000902546242222175,0.0937320818025441,0.00036101849688887,NA,NA,0.000276072968209136,NA,38,"Abia","Arochukwu","Abia North",0.129390796846801,118.67,32593,2971.8972
"Akpaita","-1998839",FALSE,"GNS",8.1071,5.2391,1525.80114954685,1.2572087036056,72.6377812468344,0.263334255484957,50.8600383182284,0.07857554397535,0.615574417346054,0.0376191793549938,9.30243567631743,115.310113144247,NA,NA,NA,NA,0.0594625738191838,0.0594625738191838,NA,NA,0.953614432245323,0.000785746140287541,0.0453980759837754,0.000164581961816985,NA,NA,3.71636687973837e-05,NA,71,"Cross River","Odukpani","Cross River South",0.00759948791574802,166.19,7443,7355.1138
"Amorie","-1999758",FALSE,"GNS",8.140243,6.156513,407.055296405924,140.747912230008,677.431619561753,66.1648553539461,1.18675013529424,0.264067377542229,1.43828369333705,0.228944136172824,0.721054049719061,4.65538412716801,9.90476586759547,0.220105908168788,0.0254839602082216,0.0254839602082216,298.179323742998,0.560487450644734,0.509679204164432,0.101935840832886,0.254406549300261,0.0879664040434072,0.423389751321965,0.0413525451804031,0.00619040540253562,1.59272866274501e-05,0.186359871732252,0.000318545732549003,1175,"Ebonyi","Ikwo","Ebonyi Central",0.499390259928818,23.06,9352,150049.3918
"Agu-Akpu","-1998030",FALSE,"GNS",8.075467,6.25824,442.545958322574,421.215883628292,375.132388918425,51.5285675410241,1.14058236681076,1.01742967059974,0.744310295473065,0.0923451031201149,0.713656974275913,5.5163277113898,0.739034846038427,0.0369517423019214,NA,NA,308.857103070243,0.862729338185037,NA,NA,0.276587950476757,0.263256811569581,0.234454968251609,0.0322049735607042,0.000461891312196054,NA,0.193033404829153,NA,2547,"Ebonyi","Abakaliki","Ebonyi North",0.67096125380458,12.82,3409,216298.7503
"Aka-Ikot Udo-Eno","-1998559",FALSE,"GNS",7.835957,5.284241,1397.03069861471,0.0339786136109622,179.848801842823,22.1710453811528,17.9106499822399,0.0339786136109622,0.899244009214114,0.233379425064766,4.24408205922174,71.723555187818,0.934411874301459,0.311470624767153,NA,NA,NA,NA,NA,NA,0.873133852916817,2.12363821699335e-05,0.112404170825458,0.0138567393658816,0.000584000509673172,NA,NA,NA,451,"Akwa Ibom","Ibiono Ibom","Akwa Ibom North East",0.0512683606912664,199.1,10895,62424.8796
"Ama-Ngwu","-1999578",FALSE,"GNS",7.870501,5.666869,1422.61659466376,18.892109167695,90.6124678470333,63.3361357708335,37.4372788069412,0.176561767922383,0.577149476732696,0.570595817755256,3.50881345685657,66.3688180861703,0.0339786136109622,0.0113262045369874,NA,NA,4.52765026366071,0.113191256591518,NA,NA,0.889124848690777,0.011807428486483,0.0566321221516702,0.0395846163647561,2.12363821699335e-05,NA,0.00282974792414364,NA,1362,"Abia","Ohafia","Abia North",0.149886798393483,112.37,20148,226840.3453
"Amate-Enu","-1999627",FALSE,"GNS",7.926572,5.945055,552.32236424619,19.3423257980402,817.347055758292,32.2287150099976,2.27293154010778,0.0948153225394128,3.55368285112301,0.325542575858562,1.49534480030523,22.1242706526018,44.3760693759166,0.944171688849289,0.0254839602082216,0.0254839602082216,132.363689321503,0.553822967872398,2.01323285644951,0.287604693778501,0.345197392172269,0.0120888105502347,0.510835864002209,0.020142708488182,0.0277347151139332,1.59272866274501e-05,0.0827263267429761,0.00125825564356856,449,"Ebonyi","Afikpo North","Ebonyi South",0.449891035684344,50.32,180,52895.02
"Amenu","-1999693",FALSE,"GNS",7.870602,5.982021,662.158232743625,2.32753503235091,661.002959880852,18.433397883947,3.46679703007134,0.0596803854448951,1.78649448616447,0.222089131131891,1.31472385893722,17.0252942274773,5.15625461546351,0.132211656806757,NA,NA,249.700336773558,0.518050491231449,1.24021939680012,0.0954014920615476,0.41384399753658,0.00145469217864045,0.413121960542802,0.0115207373271889,0.00322262099428741,NA,0.156060863471299,0.000775127949202574,453,"Ebonyi","Ohaozara","Ebonyi South",0.191837717764018,66.18,70,50201.2392
